Brand,Model,Launch Year,Segment,Fuel Type,Fuel_Type_Group,Variants,Minimum_Price (Lakhs),Maximum_Price (Lakhs),Average_price(Lakhs),Price_INR,Price_Category,Is EV?,Performance,,Notable Features
Maruti Suzuki,Brezza,2023,Compact SUV,Petrol/Diesel,Hybrid,7,7,18,12.5,1250000,Mid Range,No,18.3 kmpl,18.3,"EBD, 360 Camera, ESC, ADAS, Touchscreen, AC, Cruise Control, Voice Control"
Maruti Suzuki,Baleno,2016,Compact SUV,Petrol/CNG,Hybrid,21,7,18,12.5,1250000,Mid Range,No,24.1 kmpl,24.1,"EBD, ABS, Airbags, Hill Hold, Leather Seats, Ventilated Seats, Sunroof, Cruise Control, Touchscreen, Android Auto, HUD, Apple CarPlay"
Mahindra,Scorpio,2018,Electric Hatchback,Diesel,Diesel,6,6,12,9.0,900000,Mid Range,No,18.6 kmpl,18.6,"ABS, Hill Hold, Sunroof, Touchscreen, Power Windows, Apple CarPlay, Android Auto, Voice Control"
Mercedes,GLA,2021,Compact SUV,Petrol,Petrol,6,7,18,12.5,1250000,Mid Range,No,19.6 kmpl,19.6,"EBD, TPMS, 360 Camera, ADAS, AC, Power Windows, Touchscreen, Sunroof, Leather Seats, Android Auto"
Tata,Nexon,2023,Compact SUV,Diesel,Diesel,21,7,18,12.5,1250000,Mid Range,No,23.1 kmpl,23.1,"ADAS, TPMS, Cruise Control, Sunroof, AC, Android Auto, HUD, Connected Car"
Mercedes,GLA,2016,Sedan,Petrol,Petrol,19,6,15,10.5,1050000,Mid Range,No,20.0 kmpl,20,"Airbags, ESC, Hill Hold, ADAS, Cruise Control, Touchscreen, AC, Ventilated Seats, Leather Seats, Wireless Charging"
Force,Gurkha,2018,Electric Hatchback,Petrol,Petrol,18,6,12,9.0,900000,Mid Range,No,22.0 kmpl,22,"Airbags, Hill Hold, ADAS, ESC, Ventilated Seats, Cruise Control, Power Windows, Touchscreen, HUD, Connected Car, Voice Control"
Citroen,C3,2022,Compact SUV,Petrol,Petrol,21,7,18,12.5,1250000,Mid Range,No,15.7 kmpl,15.7,"ABS, Airbags, Sunroof, Ventilated Seats, Leather Seats, AC, Connected Car"
Lexus,NX,2022,Electric Hatchback,Petrol,Petrol,10,6,12,9.0,900000,Mid Range,No,22.6 kmpl,22.6,"EBD, Hill Hold, TPMS, Cruise Control, Ventilated Seats, Touchscreen, AC, Apple CarPlay"
Kia,Carens,2023,Sedan,Diesel,Diesel,4,6,15,10.5,1050000,Mid Range,No,27.9 kmpl,27.9,"Airbags, EBD, Ventilated Seats, Touchscreen, Sunroof, Android Auto"
Toyota,Urban Cruiser,2022,Luxury,Petrol,Petrol,8,30,100,65.0,6500000,Luxury,No,17.3 kmpl,17.3,"ESC, 360 Camera, EBD, Leather Seats, AC, Ventilated Seats, Sunroof, Power Windows, Connected Car, Apple CarPlay, Voice Control"
BYD,E6,2016,Sedan,Petrol,Petrol,11,6,15,10.5,1050000,Mid Range,No,15.8 kmpl,15.8,"TPMS, 360 Camera, ADAS, Power Windows, Leather Seats, Ventilated Seats, Sunroof, Connected Car, Voice Control, Wireless Charging"
Honda,Elevate,2020,Compact SUV,Electric,EV,24,8.4,23.4,15.9,1590000,Upper Mid,Yes,448 km range,448,"Hill Hold, ABS, EBD, AC, Touchscreen, Cruise Control, Wireless Charging, HUD"
Audi,A4,2023,Luxury,Diesel,Diesel,2,30,100,65.0,6500000,Luxury,No,23.5 kmpl,23.5,"ESC, ABS, ADAS, Ventilated Seats, Touchscreen, Leather Seats, Voice Control, HUD, Apple CarPlay"
Lexus,RX,2019,Compact SUV,Diesel,Diesel,17,7,18,12.5,1250000,Mid Range,No,27.8 kmpl,27.8,"360 Camera, ESC, Touchscreen, Ventilated Seats, AC, Wireless Charging"
Maruti Suzuki,Swift,2018,SUV,Petrol/CNG,Hybrid,21,10,30,20.0,2000000,Upper Mid,No,26.2 kmpl,26.2,"TPMS, ESC, AC, Cruise Control, Sunroof, Leather Seats, Ventilated Seats, Wireless Charging, Connected Car"
MG,Comet EV,2015,Electric SUV,Diesel,Diesel,21,12,25,18.5,1850000,Upper Mid,No,21.2 kmpl,21.2,"Hill Hold, EBD, 360 Camera, Touchscreen, Cruise Control, Leather Seats, Apple CarPlay, HUD, Android Auto"
Skoda,Slavia,2019,Sedan,Petrol,Petrol,16,6,15,10.5,1050000,Mid Range,No,24.1 kmpl,24.1,"360 Camera, TPMS, ESC, Airbags, Power Windows, Sunroof, AC, Cruise Control, Leather Seats, Connected Car"
Mahindra,XUV 300,2021,Sedan,Diesel,Diesel,20,6,15,10.5,1050000,Mid Range,No,19.0 kmpl,19,"TPMS, ADAS, Leather Seats, Power Windows, Touchscreen, Cruise Control, AC, Wireless Charging"
Maruti Suzuki,Baleno,2015,Sedan,Petrol,Petrol,17,6,15,10.5,1050000,Mid Range,No,24.7 kmpl,24.7,"ESC, TPMS, ABS, ADAS, Cruise Control, Leather Seats, Ventilated Seats, Touchscreen, Power Windows, Voice Control, HUD"
Honda,City,2020,Sedan,Petrol,Petrol,21,6,15,10.5,1050000,Mid Range,No,20.3 kmpl,20.3,"EBD, ESC, 360 Camera, Power Windows, Cruise Control, Ventilated Seats, Sunroof, Wireless Charging, Android Auto, Connected Car"
Nissan,Magnite,2020,Electric Hatchback,Diesel,Diesel,10,6,12,9.0,900000,Mid Range,No,22.1 kmpl,22.1,"Hill Hold, TPMS, AC, Leather Seats, Touchscreen, Cruise Control, Sunroof, Wireless Charging, Android Auto, Apple CarPlay"
Nissan,Magnite,2016,Hatchback,Petrol,Petrol,21,3.5,8.5,6.0,600000,Entry Level,No,18.1 kmpl,18.1,"ESC, 360 Camera, ADAS, Power Windows, Sunroof, Leather Seats, Ventilated Seats, Voice Control, HUD"
Mercedes,GLA,2018,SUV,Diesel,Diesel,23,10,30,20.0,2000000,Upper Mid,No,20.2 kmpl,20.2,"360 Camera, ESC, Cruise Control, Sunroof, Ventilated Seats, Touchscreen, Power Windows, Android Auto"
Volkswagen,Taigun,2019,Compact SUV,Petrol,Petrol,20,7,18,12.5,1250000,Mid Range,No,24.6 kmpl,24.6,"Hill Hold, Airbags, ABS, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, Sunroof, Power Windows, Connected Car, Apple CarPlay"
Jeep,Meridian,2022,Hatchback,Diesel,Diesel,24,3.5,8.5,6.0,600000,Entry Level,No,22.0 kmpl,22,"ESC, Airbags, 360 Camera, Hill Hold, Power Windows, AC, Cruise Control, Leather Seats, Ventilated Seats, Wireless Charging, Apple CarPlay, Android Auto"
Mercedes,GLA,2020,Compact SUV,Petrol,Petrol,21,7,18,12.5,1250000,Mid Range,No,15.0 kmpl,15,"EBD, ABS, Airbags, Hill Hold, Cruise Control, Ventilated Seats, Power Windows, Android Auto"
MG,ZS EV,2021,Compact SUV,Petrol/CNG,Hybrid,5,7,18,12.5,1250000,Mid Range,No,20.5 kmpl,20.5,"ABS, ADAS, Hill Hold, Airbags, Sunroof, Cruise Control, AC, Apple CarPlay, HUD"
Maruti Suzuki,Dzire,2023,Compact SUV,Petrol,Petrol,2,7,18,12.5,1250000,Mid Range,No,21.3 kmpl,21.3,"ADAS, ABS, EBD, TPMS, AC, Cruise Control, Touchscreen, Sunroof, Power Windows, Voice Control, Wireless Charging, HUD"
Force,Gurkha,2015,Hatchback,Electric,EV,3,4.2,11.05,7.6,762500,Entry Level,Yes,287 km range,287,"ABS, EBD, Power Windows, Touchscreen, Sunroof, Cruise Control, Leather Seats, Android Auto, Voice Control"
Lexus,NX,2016,Compact SUV,Petrol/CNG,Hybrid,11,7,18,12.5,1250000,Mid Range,No,24.3 kmpl,24.3,"360 Camera, ABS, TPMS, AC, Sunroof, Cruise Control, HUD, Android Auto, Voice Control"
Kia,Seltos,2021,Hatchback,Diesel,Diesel,1,3.5,8.5,6.0,600000,Entry Level,No,23.1 kmpl,23.1,"ADAS, EBD, Touchscreen, Power Windows, Leather Seats, Cruise Control, Voice Control, Connected Car, Apple CarPlay"
Lexus,ES,2019,Compact SUV,Diesel,Diesel,14,7,18,12.5,1250000,Mid Range,No,25.2 kmpl,25.2,"TPMS, EBD, Airbags, Touchscreen, AC, Leather Seats, Power Windows, Android Auto, Connected Car"
Skoda,Kushaq,2015,Hatchback,Diesel,Diesel,10,3.5,8.5,6.0,600000,Entry Level,No,23.3 kmpl,23.3,"ESC, Airbags, ADAS, Hill Hold, Leather Seats, Ventilated Seats, Cruise Control, Connected Car, Voice Control, Wireless Charging"
Toyota,Innova,2017,Luxury,Petrol,Petrol,4,30,100,65.0,6500000,Luxury,No,16.3 kmpl,16.3,"TPMS, Airbags, 360 Camera, AC, Leather Seats, Power Windows, Cruise Control, HUD"
Hyundai,Exter,2018,Sedan,Petrol,Petrol,25,6,15,10.5,1050000,Mid Range,No,17.2 kmpl,17.2,"Hill Hold, Airbags, Cruise Control, Sunroof, Ventilated Seats, Touchscreen, Wireless Charging, HUD"
Mercedes,A-Class,2016,Compact SUV,Petrol,Petrol,9,7,18,12.5,1250000,Mid Range,No,23.3 kmpl,23.3,"Airbags, 360 Camera, ESC, ABS, Sunroof, Ventilated Seats, Touchscreen, Power Windows, Wireless Charging, Android Auto"
Renault,Kiger,2018,Compact SUV,Petrol,Petrol,24,7,18,12.5,1250000,Mid Range,No,22.3 kmpl,22.3,"TPMS, EBD, ABS, ADAS, Leather Seats, Cruise Control, Power Windows, Touchscreen, Android Auto, HUD"
Maruti Suzuki,Brezza,2022,Luxury,Petrol,Petrol,22,30,100,65.0,6500000,Luxury,No,19.8 kmpl,19.8,"TPMS, ABS, ADAS, 360 Camera, Cruise Control, Leather Seats, Sunroof, HUD, Android Auto"
Toyota,Innova,2017,Hatchback,Diesel,Diesel,11,3.5,8.5,6.0,600000,Entry Level,No,26.3 kmpl,26.3,"ABS, ESC, AC, Touchscreen, Cruise Control, Sunroof, Ventilated Seats, Apple CarPlay"
Renault,Kiger,2019,Electric SUV,Petrol/Diesel,Hybrid,2,12,25,18.5,1850000,Upper Mid,No,21.1 kmpl,21.1,"360 Camera, EBD, ADAS, Hill Hold, Power Windows, Sunroof, AC, Touchscreen, Wireless Charging"
Citroen,C5 Aircross,2018,Sedan,Petrol,Petrol,15,6,15,10.5,1050000,Mid Range,No,15.5 kmpl,15.5,"ADAS, TPMS, Airbags, Hill Hold, Sunroof, Leather Seats, Cruise Control, Touchscreen, AC, Apple CarPlay, Voice Control, Connected Car"
Renault,Triber,2017,Compact SUV,Electric,EV,8,8.4,23.4,15.9,1590000,Upper Mid,Yes,331 km range,331,"ADAS, EBD, Leather Seats, Power Windows, AC, HUD"
Kia,EV6,2019,Compact SUV,Petrol,Petrol,13,7,18,12.5,1250000,Mid Range,No,18.2 kmpl,18.2,"Hill Hold, ABS, Cruise Control, Touchscreen, AC, Connected Car, Apple CarPlay, Wireless Charging"
Citroen,C3,2015,Compact SUV,Diesel,Diesel,14,7,18,12.5,1250000,Mid Range,No,27.6 kmpl,27.6,"ADAS, Hill Hold, Ventilated Seats, Leather Seats, AC, Sunroof, Wireless Charging, Connected Car"
Citroen,C5 Aircross,2017,Electric SUV,Petrol,Petrol,5,12,25,18.5,1850000,Upper Mid,No,22.2 kmpl,22.2,"Hill Hold, ESC, EBD, ABS, Touchscreen, AC, Power Windows, Leather Seats, Ventilated Seats, Connected Car, Apple CarPlay"
Volkswagen,Polo,2022,Hatchback,Petrol,Petrol,21,3.5,8.5,6.0,600000,Entry Level,No,17.6 kmpl,17.6,"ESC, TPMS, EBD, Airbags, Touchscreen, Cruise Control, Sunroof, Ventilated Seats, AC, Connected Car"
Nissan,Kicks,2022,Compact SUV,Petrol,Petrol,15,7,18,12.5,1250000,Mid Range,No,16.2 kmpl,16.2,"Airbags, ADAS, Cruise Control, Ventilated Seats, Sunroof, Leather Seats, Wireless Charging"
Force,Gurkha,2023,SUV,Electric,EV,11,12,39,25.5,2550000,Luxury,Yes,396 km range,396,"Airbags, ADAS, EBD, Power Windows, Ventilated Seats, AC, Leather Seats, HUD, Android Auto, Wireless Charging"
Volkswagen,Polo,2015,Hatchback,Diesel,Diesel,18,3.5,8.5,6.0,600000,Entry Level,No,19.1 kmpl,19.1,"Airbags, ADAS, Leather Seats, Touchscreen, Ventilated Seats, Power Windows, Cruise Control, Connected Car, Wireless Charging, Android Auto"
Lexus,ES,2016,Electric Hatchback,Petrol,Petrol,25,6,12,9.0,900000,Mid Range,No,22.1 kmpl,22.1,"EBD, 360 Camera, Ventilated Seats, Cruise Control, Leather Seats, Power Windows, Apple CarPlay, Connected Car"
Hyundai,Verna,2022,SUV,Petrol/CNG,Hybrid,9,10,30,20.0,2000000,Upper Mid,No,24.2 kmpl,24.2,"ABS, Hill Hold, TPMS, AC, Touchscreen, Sunroof, Power Windows, Wireless Charging, Voice Control, Connected Car"
Force,Gurkha,2015,MPV,Petrol,Petrol,18,8,20,14.0,1400000,Mid Range,No,18.0 kmpl,18,"Airbags, TPMS, AC, Cruise Control, Ventilated Seats, Connected Car, Apple CarPlay, Android Auto"
Tata,Tiago,2023,Compact SUV,Petrol,Petrol,1,7,18,12.5,1250000,Mid Range,No,19.5 kmpl,19.5,"Airbags, ABS, EBD, Power Windows, Touchscreen, Cruise Control, Voice Control, Wireless Charging, Connected Car"
Mercedes,A-Class,2023,Hatchback,Petrol,Petrol,9,3.5,8.5,6.0,600000,Entry Level,No,21.8 kmpl,21.8,"TPMS, EBD, ESC, Sunroof, Power Windows, Leather Seats, Cruise Control, Ventilated Seats, Apple CarPlay"
Mahindra,Bolero,2019,Sedan,Petrol,Petrol,22,6,15,10.5,1050000,Mid Range,No,18.3 kmpl,18.3,"TPMS, ABS, Hill Hold, ADAS, Leather Seats, Sunroof, Cruise Control, AC, Wireless Charging, Apple CarPlay"
Jeep,Compass,2016,Electric SUV,Petrol,Petrol,16,12,25,18.5,1850000,Upper Mid,No,18.8 kmpl,18.8,"EBD, ADAS, ESC, Airbags, Sunroof, Leather Seats, Touchscreen, AC, Wireless Charging, Android Auto"
Volkswagen,Polo,2023,SUV,Petrol/CNG,Hybrid,20,10,30,20.0,2000000,Upper Mid,No,21.1 kmpl,21.1,"TPMS, Hill Hold, Airbags, Touchscreen, AC, Power Windows, Connected Car, Voice Control, HUD"
Maruti Suzuki,Baleno,2018,Electric Hatchback,Diesel,Diesel,1,6,12,9.0,900000,Mid Range,No,20.8 kmpl,20.8,"TPMS, Airbags, Power Windows, Leather Seats, Sunroof, Cruise Control, HUD"
Nissan,Kicks,2022,Compact SUV,Petrol,Petrol,24,7,18,12.5,1250000,Mid Range,No,22.5 kmpl,22.5,"ADAS, 360 Camera, Power Windows, AC, Cruise Control, Sunroof, Touchscreen, Apple CarPlay, Wireless Charging"
Mercedes,C-Class,2018,Electric Hatchback,Petrol,Petrol,20,6,12,9.0,900000,Mid Range,No,20.3 kmpl,20.3,"ABS, EBD, 360 Camera, Ventilated Seats, Power Windows, Touchscreen, AC, Wireless Charging"
Force,Gurkha,2019,Hatchback,Petrol,Petrol,4,3.5,8.5,6.0,600000,Entry Level,No,18.6 kmpl,18.6,"TPMS, EBD, Airbags, Touchscreen, Ventilated Seats, Cruise Control, AC, Power Windows, Wireless Charging"
MG,Gloster,2017,Compact SUV,Petrol,Petrol,21,7,18,12.5,1250000,Mid Range,No,16.8 kmpl,16.8,"ABS, ESC, EBD, Airbags, Power Windows, Cruise Control, Touchscreen, Ventilated Seats, Leather Seats, Apple CarPlay, Wireless Charging, Connected Car"
BMW,X1,2018,Hatchback,Petrol,Petrol,7,3.5,8.5,6.0,600000,Entry Level,No,24.0 kmpl,24,"Airbags, ADAS, ESC, 360 Camera, AC, Power Windows, Ventilated Seats, Touchscreen, HUD, Android Auto, Wireless Charging"
Force,Gurkha,2020,Sedan,Petrol,Petrol,17,6,15,10.5,1050000,Mid Range,No,19.6 kmpl,19.6,"ADAS, 360 Camera, Leather Seats, Ventilated Seats, Touchscreen, AC, Android Auto, HUD, Apple CarPlay"
Lexus,NX,2015,Compact SUV,Diesel,Diesel,9,7,18,12.5,1250000,Mid Range,No,22.7 kmpl,22.7,"360 Camera, Hill Hold, ADAS, TPMS, Cruise Control, AC, Touchscreen, Apple CarPlay, Android Auto"
Hyundai,Creta,2016,Sedan,Petrol,Petrol,11,6,15,10.5,1050000,Mid Range,No,22.0 kmpl,22,"ADAS, TPMS, Leather Seats, Sunroof, Touchscreen, Power Windows, AC, Wireless Charging, HUD, Connected Car"
Maruti Suzuki,Swift,2019,Compact SUV,Petrol,Petrol,4,7,18,12.5,1250000,Mid Range,No,24.6 kmpl,24.6,"ABS, ESC, 360 Camera, EBD, Leather Seats, AC, Sunroof, Power Windows, Apple CarPlay, Android Auto"
Audi,Q5,2023,Compact SUV,Petrol,Petrol,19,7,18,12.5,1250000,Mid Range,No,24.9 kmpl,24.9,"360 Camera, EBD, Touchscreen, Cruise Control, Sunroof, Power Windows, Ventilated Seats, Android Auto"
Mahindra,XUV 300,2017,Sedan,Diesel,Diesel,7,6,15,10.5,1050000,Mid Range,No,23.0 kmpl,23,"ABS, Hill Hold, ESC, AC, Leather Seats, Cruise Control, Power Windows, HUD, Apple CarPlay"
BYD,Atto 3,2021,Compact SUV,Petrol,Petrol,3,7,18,12.5,1250000,Mid Range,No,21.0 kmpl,21,"ESC, ABS, Touchscreen, Power Windows, Cruise Control, Ventilated Seats, Leather Seats, Voice Control"
Skoda,Slavia,2022,Luxury,Petrol/CNG,Hybrid,3,30,100,65.0,6500000,Luxury,No,23.5 kmpl,23.5,"ABS, ESC, TPMS, ADAS, Cruise Control, Ventilated Seats, Touchscreen, AC, Android Auto"
MG,Comet EV,2016,Hatchback,Petrol,Petrol,22,3.5,8.5,6.0,600000,Entry Level,No,15.9 kmpl,15.9,"EBD, ABS, Hill Hold, 360 Camera, Sunroof, Leather Seats, Power Windows, Ventilated Seats, AC, Apple CarPlay, Voice Control, Android Auto"
BYD,Atto 3,2020,Hatchback,Diesel,Diesel,16,3.5,8.5,6.0,600000,Entry Level,No,18.9 kmpl,18.9,"ESC, Hill Hold, Airbags, 360 Camera, Sunroof, AC, Leather Seats, Power Windows, Touchscreen, HUD, Connected Car"
Force,Gurkha,2016,Sedan,Petrol,Petrol,8,6,15,10.5,1050000,Mid Range,No,19.9 kmpl,19.9,"ESC, ABS, Leather Seats, Cruise Control, Ventilated Seats, Connected Car"
Kia,Sonet,2016,Hatchback,Diesel,Diesel,1,3.5,8.5,6.0,600000,Entry Level,No,19.2 kmpl,19.2,"360 Camera, Airbags, EBD, AC, Touchscreen, Leather Seats, Apple CarPlay, HUD, Voice Control"
Honda,Amaze,2019,Hatchback,Electric,EV,1,4.2,11.05,7.6,762500,Entry Level,Yes,290 km range,290,"TPMS, ABS, Airbags, Power Windows, AC, Leather Seats, Sunroof, Voice Control, Apple CarPlay, Wireless Charging"
Force,Gurkha,2021,SUV,Electric,EV,7,12,39,25.5,2550000,Luxury,Yes,294 km range,294,"ADAS, ABS, 360 Camera, Airbags, Power Windows, Leather Seats, Ventilated Seats, Cruise Control, Voice Control, Apple CarPlay, Connected Car"
BMW,2 Series,2019,Sedan,Petrol/CNG,Hybrid,6,6,15,10.5,1050000,Mid Range,No,27.4 kmpl,27.4,"ABS, 360 Camera, TPMS, Airbags, Ventilated Seats, Sunroof, Touchscreen, Leather Seats, HUD, Android Auto"
Force,Gurkha,2018,Sedan,Petrol,Petrol,9,6,15,10.5,1050000,Mid Range,No,22.1 kmpl,22.1,"TPMS, ABS, EBD, Touchscreen, Sunroof, AC, Cruise Control, Ventilated Seats, Apple CarPlay, Wireless Charging"
Citroen,C3,2016,Electric Hatchback,Diesel,Diesel,2,6,12,9.0,900000,Mid Range,No,21.6 kmpl,21.6,"ABS, Airbags, 360 Camera, EBD, Cruise Control, Touchscreen, Leather Seats, Voice Control, Apple CarPlay, Connected Car"
Kia,Sonet,2023,Compact SUV,Petrol/CNG,Hybrid,14,7,18,12.5,1250000,Mid Range,No,20.5 kmpl,20.5,"ABS, Airbags, Ventilated Seats, Cruise Control, AC, Sunroof, Touchscreen, Connected Car"
BMW,X1,2020,Hatchback,Petrol,Petrol,22,3.5,8.5,6.0,600000,Entry Level,No,15.3 kmpl,15.3,"ESC, Hill Hold, TPMS, Airbags, Leather Seats, Cruise Control, Ventilated Seats, Power Windows, Touchscreen, Apple CarPlay, Android Auto"
BYD,Atto 3,2021,Hatchback,Electric,EV,22,4.2,11.05,7.6,762500,Entry Level,Yes,203 km range,203,"ESC, EBD, ADAS, Sunroof, Power Windows, AC, Ventilated Seats, Leather Seats, Wireless Charging"
Force,Gurkha,2020,SUV,Petrol/CNG,Hybrid,4,10,30,20.0,2000000,Upper Mid,No,27.2 kmpl,27.2,"ABS, ESC, Airbags, TPMS, Leather Seats, Sunroof, Ventilated Seats, AC, Android Auto"
BMW,3 Series,2022,Compact SUV,Diesel,Diesel,1,7,18,12.5,1250000,Mid Range,No,26.5 kmpl,26.5,"360 Camera, ESC, Airbags, EBD, Ventilated Seats, Power Windows, Cruise Control, Wireless Charging, Android Auto, Connected Car"
Maruti Suzuki,Wagon R,2018,Compact SUV,Petrol,Petrol,17,7,18,12.5,1250000,Mid Range,No,18.5 kmpl,18.5,"TPMS, ADAS, Cruise Control, Leather Seats, Power Windows, Connected Car, Voice Control, HUD"
Skoda,Slavia,2015,SUV,Petrol/CNG,Hybrid,3,10,30,20.0,2000000,Upper Mid,No,23.0 kmpl,23,"ADAS, EBD, Touchscreen, Cruise Control, Leather Seats, AC, Wireless Charging, HUD"
Mercedes,C-Class,2018,Electric SUV,Diesel,Diesel,7,12,25,18.5,1850000,Upper Mid,No,26.0 kmpl,26,"Airbags, ESC, Hill Hold, Cruise Control, Ventilated Seats, AC, HUD, Android Auto"
Nissan,Magnite,2019,Compact SUV,Petrol,Petrol,16,7,18,12.5,1250000,Mid Range,No,21.4 kmpl,21.4,"360 Camera, Hill Hold, TPMS, Leather Seats, Ventilated Seats, Power Windows, Sunroof, AC, Connected Car, Wireless Charging, Android Auto"
BYD,Atto 3,2016,Sedan,Petrol,Petrol,25,6,15,10.5,1050000,Mid Range,No,22.9 kmpl,22.9,"Airbags, TPMS, Power Windows, Ventilated Seats, Leather Seats, Sunroof, AC, Voice Control, Android Auto, Wireless Charging"
Renault,Kwid,2018,SUV,Diesel,Diesel,19,10,30,20.0,2000000,Upper Mid,No,24.7 kmpl,24.7,"360 Camera, EBD, ABS, Sunroof, Cruise Control, Touchscreen, Wireless Charging, HUD"
Lexus,NX,2022,Hatchback,Petrol,Petrol,8,3.5,8.5,6.0,600000,Entry Level,No,23.5 kmpl,23.5,"ESC, 360 Camera, Sunroof, Ventilated Seats, AC, Android Auto"
BMW,3 Series,2021,Hatchback,Diesel,Diesel,7,3.5,8.5,6.0,600000,Entry Level,No,20.1 kmpl,20.1,"ABS, TPMS, ESC, 360 Camera, Power Windows, Cruise Control, Touchscreen, HUD, Apple CarPlay, Wireless Charging"
Volkswagen,Virtus,2015,Electric Hatchback,Petrol,Petrol,4,6,12,9.0,900000,Mid Range,No,20.7 kmpl,20.7,"Airbags, Hill Hold, ESC, Touchscreen, Ventilated Seats, Leather Seats, Power Windows, Voice Control, Android Auto, Apple CarPlay"
Honda,Amaze,2019,Electric Hatchback,Petrol,Petrol,10,6,12,9.0,900000,Mid Range,No,15.3 kmpl,15.3,"ADAS, ABS, Power Windows, Touchscreen, AC, Apple CarPlay, Connected Car"
Citroen,C3,2020,SUV,Petrol,Petrol,2,10,30,20.0,2000000,Upper Mid,No,20.9 kmpl,20.9,"ESC, TPMS, 360 Camera, Leather Seats, Power Windows, Cruise Control, Ventilated Seats, Wireless Charging"
Hyundai,i20,2015,Sedan,Petrol/CNG,Hybrid,12,6,15,10.5,1050000,Mid Range,No,29.6 kmpl,29.6,"360 Camera, ESC, AC, Touchscreen, Sunroof, Android Auto, Wireless Charging"
BYD,Atto 3,2015,Luxury,Electric,EV,13,36,130,83.0,8300000,Luxury,Yes,291 km range,291,"Hill Hold, EBD, TPMS, ADAS, Ventilated Seats, Power Windows, Cruise Control, Touchscreen, Sunroof, Apple CarPlay, Connected Car, Android Auto"
Jeep,Meridian,2017,Compact SUV,Petrol,Petrol,5,7,18,12.5,1250000,Mid Range,No,17.2 kmpl,17.2,"Hill Hold, ABS, ADAS, Power Windows, Touchscreen, Ventilated Seats, HUD, Apple CarPlay, Wireless Charging"
Volkswagen,Virtus,2022,MPV,Diesel,Diesel,23,8,20,14.0,1400000,Mid Range,No,27.4 kmpl,27.4,"TPMS, Airbags, Touchscreen, Leather Seats, AC, Sunroof, Cruise Control, Voice Control"
BMW,3 Series,2015,Hatchback,Diesel,Diesel,22,3.5,8.5,6.0,600000,Entry Level,No,24.5 kmpl,24.5,"Airbags, ESC, 360 Camera, Hill Hold, Cruise Control, Sunroof, Touchscreen, AC, Leather Seats, Voice Control"
Honda,Elevate,2018,Compact SUV,Petrol,Petrol,1,7,18,12.5,1250000,Mid Range,No,19.8 kmpl,19.8,"Airbags, ESC, 360 Camera, ABS, Ventilated Seats, Sunroof, Touchscreen, AC, Leather Seats, Voice Control, HUD"
Renault,Kiger,2021,Hatchback,Petrol,Petrol,8,3.5,8.5,6.0,600000,Entry Level,No,19.9 kmpl,19.9,"ABS, 360 Camera, ESC, Touchscreen, AC, Ventilated Seats, Leather Seats, Power Windows, Wireless Charging, Android Auto, HUD"
MG,ZS EV,2016,Sedan,Electric,EV,7,7.2,19.5,13.4,1335000,Mid Range,Yes,365 km range,365,"ABS, ADAS, EBD, AC, Leather Seats, Cruise Control, Sunroof, Touchscreen, Apple CarPlay, HUD"
Skoda,Slavia,2020,Sedan,Petrol,Petrol,24,6,15,10.5,1050000,Mid Range,No,21.5 kmpl,21.5,"ESC, 360 Camera, Power Windows, Sunroof, AC, Leather Seats, Connected Car, Android Auto, HUD"
Toyota,Fortuner,2021,Compact SUV,Petrol,Petrol,24,7,18,12.5,1250000,Mid Range,No,23.5 kmpl,23.5,"ADAS, TPMS, Airbags, Hill Hold, Cruise Control, Touchscreen, Power Windows, Sunroof, Ventilated Seats, Android Auto"
Nissan,Magnite,2015,Compact SUV,Petrol/CNG,Hybrid,5,7,18,12.5,1250000,Mid Range,No,20.7 kmpl,20.7,"ESC, EBD, 360 Camera, ABS, Cruise Control, Leather Seats, Touchscreen, AC, Sunroof, Wireless Charging, Apple CarPlay"
BYD,E6,2015,Compact SUV,Diesel,Diesel,1,7,18,12.5,1250000,Mid Range,No,20.9 kmpl,20.9,"Hill Hold, 360 Camera, Cruise Control, Ventilated Seats, Sunroof, Apple CarPlay, HUD, Voice Control"
MG,ZS EV,2018,Sedan,Petrol/CNG,Hybrid,24,6,15,10.5,1050000,Mid Range,No,28.2 kmpl,28.2,"ABS, TPMS, Ventilated Seats, Sunroof, Cruise Control, Connected Car"
Jeep,Compass,2015,MPV,Diesel,Diesel,24,8,20,14.0,1400000,Mid Range,No,20.8 kmpl,20.8,"Hill Hold, ABS, 360 Camera, Leather Seats, Ventilated Seats, Cruise Control, AC, Android Auto, Voice Control, Connected Car"
Citroen,C3,2021,Hatchback,Petrol,Petrol,25,3.5,8.5,6.0,600000,Entry Level,No,15.5 kmpl,15.5,"ADAS, ABS, AC, Leather Seats, Sunroof, Wireless Charging"
Lexus,RX,2015,Hatchback,Petrol,Petrol,8,3.5,8.5,6.0,600000,Entry Level,No,18.8 kmpl,18.8,"360 Camera, ADAS, ABS, TPMS, Ventilated Seats, Touchscreen, Leather Seats, Cruise Control, Power Windows, Connected Car, Voice Control"
